"","D1_rep1","D1_rep2","D2_rep1","D2_rep2","D3_rep1","D3_rep2","D4_rep1","D4_rep2","D5_rep1","D5_rep2","D6_rep1","D6_rep2","D7_rep1","D7_rep2","D8_rep1","D8_rep2","D9_rep1","D9_rep2","D10_rep1","D10_rep2","D11_rep1","D11_rep2","D12_rep1","D12_rep2","W1_rep1","W1_rep2","W2_rep1","W2_rep2","W3_rep1","W3_rep2","W4_rep1","W4_rep2","W5_rep1","W5_rep2","W6_rep1","W6_rep2","W7_rep1","W7_rep2","W8_rep1","W8_rep2","W9_rep1","W9_rep2","W10_rep1","W10_rep2","W11_rep1","W11_rep2","W12_rep1","W12_rep2"
"Bra000003",-0.876206889627376,-0.686462465780721,-0.548749513483651,-0.534112258518981,-0.239518087316314,-0.308676352442057,-0.451187762436407,-0.272582139590566,-0.524195212619871,-0.436059390609741,-0.676572309105856,-0.475397851589822,-0.72914028178524,-0.772319305857225,-0.692038649117724,-0.581509025185239,-0.428751154538673,-0.361063168567463,-0.540977664287839,-0.533288332595885,-0.557306432068644,-0.575367917104362,-0.712748873751562,-0.579428146963948,-0.902532082901168,-0.723814187835778,-0.693058553614386,-0.567836587125749,-0.430016250189589,-0.32442346619577,-0.457216221878936,-0.486920102341041,-0.729151980980328,-0.748180095539631,-0.678825040522099,-0.717937052924601,-0.923709403615,-0.991560561814899,-0.62923946833865,-0.480162642507864,-0.445636825103999,-0.370475791628193,-0.590605555836695,-0.436862896113441,-0.731552690652244,-0.846578501564049,-0.924076161310852,-1.02193929611838
"Bra000024",-0.425108864556811,-0.374346468637138,-0.504262812438698,-0.557523959238447,-0.501659528401447,-0.558991878454985,-0.441171596548862,-0.34774334933091,-0.611105114152432,-0.450441497676267,-0.646515811488265,-0.503585427665532,-0.840665295595025,-0.540737057603302,-0.803602505602449,-0.50960024721391,-0.633135155328871,-0.535999418177951,-0.490428311451253,-0.368161290655298,-0.970572382280602,-0.759304286535102,-0.83008511697841,-0.852518100321834,-0.509123897032354,-0.504776472252923,-0.54900385308145,-0.475806205007178,-0.500744722559934,-0.510917552482519,-0.408095966888451,-0.101265178167535,-0.714569769231927,-0.403440437160445,-0.624121897326646,-0.44504043544635,-0.555518373853547,-0.50806674469635,-0.684516303324631,-0.510359146414605,-0.532234616415531,-0.285679887580222,-0.476859926803388,-0.272423278611547,-0.66363168232799,-0.591271923939559,-0.637134888375087,-0.566625326161617
"Bra000028",0.616803210331679,0.796735191733877,0.133671976479478,0.333319238028771,0.602700040189413,0.649090216825977,0.581067071620997,0.748802559240568,0.704147406443233,0.740593202587321,0.587492703065327,0.783385994921339,0.531625593364705,0.646278494803514,0.197531842382958,0.386181152180941,0.377758048906868,0.590379798462893,0.681134305372273,0.682285198863772,0.711649872438156,0.802785726077596,0.642964609011572,0.672172690407661,0.558019761246867,0.374447840083899,0.0589040320857709,0.311572967205512,0.27071118119859,0.56536712612143,0.545592751527523,0.546524219739694,0.620364181127882,0.726692040435527,0.661753725634657,0.726307305708569,0.593165011059743,0.486977375487818,0.414859064326693,0.160750531257273,0.48887043888146,0.349651212711208,0.363732689884427,0.475291571686356,0.640964376462009,0.404173674149367,0.570568851896123,0.394213366065428
"Bra000031",0.162674184161985,0.0158281635206945,-0.94691477122327,-1.54236131373277,-1.67849951746572,-2.37191323276111,-1.43703135704524,-1.77650768408403,-1.65096790505509,-1.84886798342071,-0.64476114041214,-0.826215590798683,0.15876136236767,0.0629697466441117,-0.51440894748596,-0.438171325352158,-1.13863564450878,-0.919351210379891,-0.681806862311213,-0.746947228919653,-0.636262212859217,-0.903862311224606,-0.405524861886064,-0.392449687252886,0.0524509984113221,0.170747951648611,-0.913018381940451,-1.2109435374424,-1.36963555598872,-1.44006782089049,-1.38665066215348,-1.29153470762703,-0.946441284378631,-0.515609062121261,-0.634971636241323,-0.612651103543767,0.199206443736991,0.279483190989325,-0.299922467692359,-0.582175714891423,-1.81150082736611,-1.59114788773525,-0.462475564169484,-0.75723762556912,-0.671554477274362,-1.19159026121177,-0.0953642570291189,-0.607649101544426
"Bra000036",-0.616705306606153,-0.591134581943361,-0.347493788863927,-0.361072488432012,-0.0666231077091646,-0.053208640802653,0.0773813101293757,-0.0987740606104535,0.346858970204989,0.10234256726173,-0.251483501417227,-0.407566343019452,-0.722747804230651,-0.562764332901683,-0.240767521333358,-0.273443949836273,-0.123622788606865,-0.3709981426542,0.0336339647635497,-0.0752352915017819,0.194070013928275,0.0391314785356734,0.0308438351764751,-0.227263931120016,-0.227200553817799,-0.256941791092567,-0.196679267702833,-0.231981468588908,-0.0793817256561897,-0.119272736179208,0.106795986156268,0.348893528599937,0.170910460758394,0.357669081427517,-0.0595120906417637,-0.105667849909762,-0.408647630154808,-0.59343539292492,-0.395406655025745,-0.333585823006325,-0.0312166120029205,0.0894852925025992,-0.116733584571868,-0.103217467750724,0.157852838467425,0.2391176780057,0.0422580499727727,0.0423215015599939
"Bra000065",0.0949272013069021,0.00171094006540705,-0.670804760639135,-0.44620392783549,-0.711512546712367,-0.726289157055151,-0.888468363690185,-0.669824410477208,-0.158908495635559,-0.315835201055444,-0.0578398760453726,0.0582657982880158,-0.00712355943216246,-0.056400867326695,-0.963550017422588,-0.823620955101171,-1.01305233808706,-0.625117362669759,-0.826720557705239,-0.658563985894335,-0.15046434319084,-0.242410470788771,-0.0006060104182764,0.16423239878434,-0.46472059983773,-0.224784264583337,-0.711317398247123,-0.731445684802272,-1.0127705151328,-1.12205085704237,-1.1908691801044,-1.3854350344013,-0.500590356044095,-0.184271854073531,-0.32667446833704,0.121427893193877,-0.0287544116799156,0.0674897947544736,-0.510950714623484,-0.859419330917619,-0.868993592573458,-1.13556351774059,-1.00409767129992,-1.13947966641638,-0.301473296793497,-0.439332093891903,-0.184250596689144,-0.443858940551815
"Bra000073",-0.646671246982324,-0.780523654210312,-0.963415984320655,-0.870707286531663,-1.22725924821199,-0.874747828459966,-1.06104966565971,-1.04922443419844,-1.41849571924909,-1.50133707203474,-1.06639269261108,-1.015107380388,-0.630044552660211,-0.551452071906835,-0.368946381981114,-0.313433881227221,-0.76709203655094,-0.949923332474553,-1.21639328868909,-0.937385078317423,-1.28353732669471,-1.32308294186659,-0.969283262310126,-1.20391410710172,-1.07599817016808,-1.23435209688152,-0.681032596194024,-1.04837234907041,-1.01961523976332,-1.09357152020416,-1.18457484269086,-1.48071205193695,-1.89725047010589,-1.42879211114666,-1.1402317374123,-1.45114712333216,-0.82279456195069,-0.565760192437797,-0.765810742069877,-0.522802322244425,-0.884306436960056,-1.19435219060848,-1.04786646349132,-1.41225738775593,-1.15233998028041,-1.94438577036545,-1.03771313999036,-1.46764292781053
"Bra000079,Bra000080",0.447660574854858,0.542493425473098,0.30372186357017,0.246994329456096,-0.510810443193629,-0.803875742596019,-0.290946243690839,-0.55230670787745,-1.16021457114564,-1.10329460004781,-0.849871067260883,-0.616816871894638,0.641423327890985,0.406284342251527,0.951026365726812,0.777098203583375,0.230972206813028,0.20404944954275,0.471421278185173,0.511810052291332,-0.346412644515432,-0.491455021025686,-0.585295087970661,-0.664403174275548,0.386732434550659,0.102309877426286,0.564526341790972,0.117511759744051,-0.432325189825659,-0.383120277482589,-0.404334067807326,-0.428866606359138,-1.21294794468166,-0.946640777361476,-1.06366554510398,-0.682952932217281,0.296023004382521,0.322712346037651,0.490668966982071,0.612596806325068,-0.242314281406361,-0.5648314923059,0.0183358213194395,-0.298127579806404,-0.565529923508867,-0.955251651334745,-0.666920959902719,-1.05477990520566
"Bra000089,Bra000090",0.0302097162262038,-0.0115787142770619,-0.68563808367611,-0.397133256473612,-0.991673907572445,-0.848394100289497,-0.920102524278508,-0.971931655169343,-1.29186473022687,-1.0109612918608,-0.665244904664991,-0.522032502650855,0.0711587461023723,0.191405392782953,-0.23583642993717,-0.030869677168971,-0.771155973580159,-0.605946401424884,-0.253723077972404,-0.653059148811321,-0.873881861217494,-1.06454157579899,-0.476418415578709,-0.406563397184008,-0.105359678316875,-0.109842232704085,-0.634166882619476,-0.529826510057014,-1.19070356073345,-0.886577580987482,-1.05977812606468,-1.13216073978083,-1.41612968534022,-1.11574675600314,-0.758077250947137,-0.679435061823246,-0.0348024432893246,-0.16230761922706,-0.236760138716559,-0.191335861178154,-0.78513466007805,-1.10307928041729,-0.829174711437408,-0.974561127288123,-1.08520485782279,-1.15062049084974,-0.546336097912161,-0.765923345304145
"Bra000111",0.915129137007808,0.81092178511251,0.478420754298659,0.373504393553084,-0.118838560325191,-0.253807857256225,-0.0149648350338009,0.14255603368277,-1.02366246207239,-1.08585035528185,-0.907161786911087,-0.834980667753133,0.803026989573475,0.834909594848011,0.597744124592179,0.756825434053949,0.250181232720199,-0.130968558166891,0.651791797800098,0.354101137377089,-0.404677586884818,-0.877777299735325,0.0397767316521797,-0.298655283037979,0.772794415033556,0.612693831955329,0.691936608680717,0.542205459076914,0.0263346215197276,0.0175132579907007,-0.113812918040244,0.0106348120545537,-1.2605375685163,-1.45836375573452,-0.829027449149136,-0.760494772793322,0.973179650234802,0.755314192458467,0.634967931551784,0.632601369791294,0.0267578811792562,-0.324010134466521,-0.0827134800538184,-0.200167675783655,-0.492039919634679,-0.518710157163964,-0.594694001844051,-0.530794689816977
"Bra000130",-1.07445638102816,-1.13860767513048,-1.04406946744734,-0.962173477071824,-0.924536066547739,-0.89609890656098,-0.984573375378623,-1.01293026913474,-0.748492667956061,-0.886348245500606,-0.64271500847976,-0.701876861879124,-1.05610451632843,-1.01486909607525,-1.5725004206278,-1.18878836317018,-0.805087878558229,-0.7876878032038,-0.897494236364563,-1.17948641573847,-1.06340642434952,-0.857212754006672,-0.874381533621056,-0.912176853087314,-0.968627496439918,-1.06364089469758,-1.42811777190202,-1.10081061030337,-1.14785915737847,-1.28043939205431,-1.2021817140385,-1.34209268044843,-1.00360606835113,-1.0247794588591,-0.82354831419828,-0.955512515638847,-1.19559680541876,-1.12742795326522,-1.3412058594764,-1.2705490446777,-0.897603388714757,-1.04519217982017,-1.06630378196672,-1.0887731674814,-0.915760019810623,-1.05778139291063,-0.827007154866446,-1.08379899371807
"Bra000144",4.05685884461516,4.19941725589116,3.86317630343793,3.86266647472428,3.04511306327388,2.84972569028514,3.23216409881296,3.3414770357042,3.78648393196099,3.78048576715247,3.99984001421649,3.97247086201168,4.13092388993082,4.20219372626492,3.72626149255125,3.83851539194948,2.92959008060461,2.91536314700542,2.95714516243262,3.12317225029372,3.87475516260854,3.94706545384717,4.29829170341407,4.40003557900938,3.87055788794765,4.14040185945724,3.76415286152918,3.70588493359357,2.96879560827923,2.80044468681246,3.11776696474246,3.13388602530975,3.74811704734963,3.51486770508447,4.01349205354218,3.87528456485144,4.02623504389586,3.96323896444949,3.65251522858347,3.60731551452107,2.9801744875627,2.97215807918365,3.04979178217811,3.22008360035862,3.7783618321914,3.76929920964827,4.10198969468081,4.13785935119769
"Bra000157",-0.222049670919065,-0.222792615426412,0.0454008178198708,-0.189887331430237,-0.0694790639344522,-0.195239384902611,-0.0991341477236006,-0.107645502860208,-0.272386361905562,-0.29331095834721,-0.458875619022228,-0.518412548921602,-0.278889174547859,-0.281171458748151,0.174456334284213,-0.0965876755691067,-0.00504609188046402,-0.180308814883346,-0.0877969403272025,-0.135159389052258,-0.10967485805374,-0.146491384538087,-0.571528893560345,-0.451775968952754,-0.377881885641068,-0.367788621190934,0.140805896114685,-0.0319571453964603,0.167739402244875,0.229635418496119,0.148378601847489,0.195775154524422,0.0210068434928916,-0.205918361414729,-0.441333504264286,-0.618205155738152,-0.351112150164583,-0.474201381945496,0.0896354244074599,-0.0509458566314417,0.116759929412536,0.0481096580634226,0.0381757490157321,-0.000858207671811568,-0.324383373520255,-0.216808729928579,-0.578940134598573,-0.345961569206003
